Azimuth,Elevation,Latitude,Longitude,Hour,Min,Sec,Jday
15.0061439752426,0.0228196759861373,60.6811936595237,60.6811936595237,13,3,24.7009885311127,2456965.04403589
14.8795675524499,0.0555449379646432,60.3250649392164,60.3250649392164,13,3,25.70098310709,2456965.04404747
14.7526649188621,0.0881964362344645,59.9670241282846,59.9670241282846,13,3,26.7009776830673,2456965.04405904
14.6254359176493,0.120773439576046,59.6070819915864,59.6070819915864,13,3,27.7009722590446,2456965.04407061
14.4978803661384,0.153275234180353,59.2452498207849,59.2452498207849,13,3,28.7010070681572,2456965.04408219
14.3699982049654,0.185701037520911,58.8815401126311,58.8815401126311,13,3,29.7010016441345,2456965.04409376
14.2417892746863,0.218050128150013,58.5159655706226,58.5159655706226,13,3,30.7009962201118,2456965.04410534
14.1132534649168,0.250321758825815,58.1485397857789,58.1485397857789,13,3,31.7009907960892,2456965.04411691
13.9843906770731,0.282515178427913,57.7792770748979,57.7792770748979,13,3,32.7009853720665,2456965.04412848
13.8552008247035,0.314629631869964,57.4081924884371,57.4081924884371,13,3,33.7009799480438,2456965.04414006
13.7256838334145,0.346664360229049,57.0353018161568,57.0353018161568,13,3,34.7009745240211,2456965.04415163
13.5958396409143,0.378618600811615,56.6606215927368,56.6606215927368,13,3,35.7009690999985,2456965.04416321
13.4656681569474,0.410491607295253,56.2841689364216,56.2841689364216,13,3,36.701003909111,2456965.04417478
13.3351694253898,0.442282568302639,55.9059622275799,55.9059622275799,13,3,37.7009984850883,2456965.04418635
13.2043433815162,0.473990730107629,55.5260201003411,55.5260201003411,13,3,38.7009930610657,2456965.04419793
13.0731900137316,0.505615314672079,55.1443621215656,55.1443621215656,13,3,39.700987637043,2456965.0442095
12.9417093234062,0.537155540209026,54.7610086250062,54.7610086250062,13,3,40.7009822130203,2456965.04422108
12.8099013248968,0.568610621259828,54.3759807131776,54.3759807131776,13,3,41.7009767889977,2456965.04423265
12.6777660459916,0.599979768577253,53.9893002602128,53.9893002602128,13,3,42.700971364975,2456965.04424422
12.5453034847908,0.631262208322915,53.6009897439375,53.6009897439375,13,3,43.7010061740875,2456965.0442558
12.4125137814733,0.662457105733605,53.211072917199,53.211072917199,13,3,44.7010007500649,2456965.04426737
12.2793969614042,0.693563680005028,52.8195738000776,52.8195738000776,13,3,45.7009953260422,2456965.04427895
12.1459531067278,0.724581127377025,52.4265173518063,52.4265173518063,13,3,46.7009899020195,2456965.04429052
12.0121823131514,0.755508640693204,52.0319292980739,52.0319292980739,13,3,47.7009844779968,2456965.04430209
11.8780846904017,0.786345409292935,51.6358361293148,51.6358361293148,13,3,48.7009790539742,2456965.04431367
11.7436603626991,0.817090618910801,51.2382650981809,51.2382650981809,13,3,49.7009736299515,2456965.04432524
11.6089094681049,0.847743452030127,50.8392442119768,50.8392442119768,13,3,50.7009682059288,2456965.04433682
11.4738321136063,0.878303105195002,50.4388020625112,50.4388020625112,13,3,51.7010030150414,2456965.04434839
11.3384285577641,0.90876871868135,50.0369684884548,50.0369684884548,13,3,52.7009975910187,2456965.04435997
11.202698937162,0.939139482542809,49.6337735634194,49.6337735634194,13,3,53.700992166996,2456965.04437154
11.0666434483229,0.9694145659108,49.2292482565598,49.2292482565598,13,3,54.7009867429733,2456965.04438311
10.9302623031777,0.999593134507929,48.8234242589343,48.8234242589343,13,3,55.7009813189507,2456965.04439469
10.793555728383,1.02967435099012,48.4163339707234,48.4163339707234,13,3,56.700975894928,2456965.04440626
10.656523965916,1.05965737481827,48.0080104921491,48.0080104921491,13,3,57.7009704709053,2456965.04441784
10.5191672245528,1.08954137870654,47.5984874429828,47.5984874429828,13,3,58.7010052800179,2456965.04442941
10.3814858736574,1.11932548307337,47.1877996232895,47.1877996232895,13,3,59.7009998559952,2456965.04444098
10.243480153645,1.14900885466626,46.7759819911295,46.7759819911295,13,4,0.700994431972504,2456965.04445256
10.1051503684716,1.17859064083267,46.3630703194616,46.3630703194616,13,4,1.70098900794983,2456965.04446413
9.9664968380506,1.2080699859608,45.9491010141787,45.9491010141787,13,4,2.70098358392715,2456965.04447571
9.82751989814332,1.23744603160604,45.5341110972551,45.5341110972551,13,4,3.70097815990448,2456965.04448728
9.68821990097317,1.26671791639036,45.1181381914888,45.1181381914888,13,4,4.70097273588181,2456965.04449885
9.54859716379539,1.29588479123274,44.7012203322786,44.7012203322786,13,4,5.70100754499435,2456965.04451043
9.4086521724432,1.32494575924892,44.2833966227058,44.2833966227058,13,4,6.70100212097168,2456965.044522
9.26838527718285,1.35389996621585,43.8647062049106,43.8647062049106,13,4,7.70099669694901,2456965.04453358
9.12779689610888,1.38274653993825,43.4451889152596,43.4451889152596,13,4,8.70099127292633,2456965.04454515
8.98688746325854,1.41148460589064,43.0248850904082,43.0248850904082,13,4,9.70098584890366,2456965.04455672
8.84565742961975,1.44011328701715,42.603835548545,42.603835548545,13,4,10.700980424881,2456965.0445683
8.70410726351515,1.46863170372456,42.182081567826,42.182081567826,13,4,11.7009750008583,2456965.04457987
8.56223744994631,1.49703897415023,41.759664860804,41.759664860804,13,4,12.7009695768356,2456965.04459145
8.42004843759946,1.52533422743659,41.3366273838934,41.3366273838934,13,4,13.7010043859482,2456965.04460302
8.27754085298858,1.55351655020997,40.9130119863013,40.9130119863013,13,4,14.7009989619255,2456965.04461459
8.13471517983614,1.58158506738277,40.4888613744991,40.4888613744991,13,4,15.7009935379028,2456965.04462617
7.99157197254608,1.60953888821452,40.0642187599817,40.0642187599817,13,4,16.7009881138802,2456965.04463774
