Azimuth,Elevation,Latitude,Longitude,Hour,Min,Sec,Jday
147.739692766907,0.0534174698643421,38.2843150263296,38.2843150263296,13,10,56.9909915328026,2456980.04927073
147.738096450532,0.106990862077076,38.2670545971521,38.2670545971521,13,10,57.9909861087799,2456980.0492823
147.73649007941,0.160634861136205,38.2497822164129,38.2497822164129,13,10,58.9910209178925,2456980.04929388
147.734873105405,0.214349652534477,38.2324981832702,38.2324981832702,13,10,59.9910154938698,2456980.04930545
147.733245720197,0.268135560455652,38.2152022940242,38.2152022940242,13,11,0.991010069847107,2456980.04931703
147.731607869726,0.321992864959824,38.1978945116265,38.1978945116265,13,11,1.99100464582443,2456980.0493286
147.729959498993,0.375921847399838,38.1805747993439,38.1805747993439,13,11,2.99099922180176,2456980.04934017
147.728300552669,0.42992279053803,38.1632431203426,38.1632431203426,13,11,3.99099379777908,2456980.04935175
147.726630975711,0.483995978676496,38.1458994372689,38.1458994372689,13,11,4.99098837375641,2456980.04936332
147.724950960394,0.538141743684366,38.1285435454985,38.1285435454985,13,11,5.99102318286896,2456980.0493749
147.723259952212,0.592360279820196,38.1111757443132,38.1111757443132,13,11,6.99101775884628,2456980.04938647
147.721558143791,0.646651922006585,38.0937958280476,38.0937958280476,13,11,7.99101233482361,2456980.04939804
147.719845478743,0.701016960313113,38.0764037589366,38.0764037589366,13,11,8.99100691080093,2456980.04940962
147.71812189848,0.755455685924254,38.0589995003619,38.0589995003619,13,11,9.99100148677826,2456980.04942119
147.716387345921,0.809968391847445,38.0415830143492,38.0415830143492,13,11,10.9909960627556,2456980.04943277
147.714641763639,0.864555372571667,38.024154262819,38.024154262819,13,11,11.9909906387329,2456980.04944434
147.712885091996,0.919216923725467,38.006713208838,38.006713208838,13,11,12.9909852147102,2456980.04945591
147.711117524018,0.973953389805209,37.989259645695,37.989259645695,13,11,13.9910200238228,2456980.04946749
147.709338498483,1.02876497571094,37.971793872251,37.971793872251,13,11,14.9910145998001,2456980.04947906
147.707548207495,1.08365202889716,37.9543156815819,37.9543156815819,13,11,15.9910091757774,2456980.04949064
147.705746589974,1.1386148510443,37.9368250363274,37.9368250363274,13,11,16.9910037517548,2456980.04950221
147.703933586345,1.19365374571635,37.919321897769,37.919321897769,13,11,17.9909983277321,2456980.04951378
147.702109136663,1.24876901802269,37.90180622708,37.90180622708,13,11,18.9909929037094,2456980.04952536
147.700273178742,1.3039609742772,37.8842779865754,37.8842779865754,13,11,19.9909874796867,2456980.04953693
147.698425904535,1.35922997020018,37.8667369687908,37.8667369687908,13,11,20.9910222887993,2456980.04954851
147.696566747279,1.41457622055484,37.8491834718293,37.8491834718293,13,11,21.9910168647766,2456980.04956008
147.694695897958,1.47000008415038,37.8316172880062,37.8316172880062,13,11,22.9910114407539,2456980.04957166
147.692813292868,1.52550187360753,37.8140383791977,37.8140383791977,13,11,23.9910060167313,2456980.04958323
147.690918869792,1.58108190349884,37.7964467059189,37.7964467059189,13,11,24.9910005927086,2456980.0495948
147.689012565503,1.63674048989428,37.7788422289894,37.7788422289894,13,11,25.9909951686859,2456980.04960638
147.687094317005,1.69247795060323,37.7612249086997,37.7612249086997,13,11,26.9909897446632,2456980.04961795
147.685164059027,1.74829460470377,37.7435947064802,37.7435947064802,13,11,27.9909843206406,2456980.04962953
147.683221981521,1.80419082121709,37.7259514143928,37.7259514143928,13,11,28.9910191297531,2456980.0496411
147.681267512403,1.86016682694422,37.7082953288138,37.7082953288138,13,11,29.9910137057304,2456980.04965267
147.679300841237,1.91622299426052,37.6906262411618,37.6906262411618,13,11,30.9910082817078,2456980.04966425
147.677321899869,1.9723596486307,37.6729441132455,37.6729441132455,13,11,31.9910028576851,2456980.04967582
147.675330623519,2.02857711791129,37.6552489042581,37.6552489042581,13,11,32.9909974336624,2456980.0496874
147.673326946361,2.08487573153341,37.6375405736936,37.6375405736936,13,11,33.9909920096397,2456980.04969897
147.671310800255,2.14125582027035,37.6198190821811,37.6198190821811,13,11,34.9909865856171,2456980.04971054
147.669282373819,2.1977177654077,37.6020842209803,37.6020842209803,13,11,35.9910213947296,2456980.04972212
147.667241089624,2.25426180469046,37.5843362852432,37.5843362852432,13,11,36.9910159707069,2456980.04973369
147.665187133313,2.3108883224279,37.5665750672452,37.5665750672452,13,11,37.9910105466843,2456980.04974527
147.663120436937,2.36759765665706,37.5488005258971,37.5488005258971,13,11,38.9910051226616,2456980.04975684
147.661040932117,2.42439014716853,37.5310126199916,37.5310126199916,13,11,39.9909996986389,2456980.04976841
147.658948548763,2.48126613527749,37.5132113090357,37.5132113090357,13,11,40.9909942746162,2456980.04977999
147.656843216339,2.53822596406973,37.4953965524177,37.4953965524177,13,11,41.9909888505936,2456980.04979156
147.654725122628,2.59527002775349,37.4775681401518,37.4775681401518,13,11,42.9910236597061,2456980.04980314
147.652593682087,2.65239857500882,37.4597263678101,37.4597263678101,13,11,43.9910182356834,2456980.04981471
147.650449080731,2.70961200345042,37.4418710255821,37.4418710255821,13,11,44.9910128116608,2456980.04982628
147.648291247498,2.76691066361323,37.4240020715406,37.4240020715406,13,11,45.9910073876381,2456980.04983786
147.646120108948,2.82429490749881,37.4061194648861,37.4061194648861,13,11,46.9910019636154,2456980.04984943
147.64393559245,2.88176508918907,37.3882231638639,37.3882231638639,13,11,47.9909965395927,2456980.04986101
147.64173762683,2.93932156498854,37.3703131253451,37.3703131253451,13,11,48.9909911155701,2456980.04987258
147.639526137243,2.99696469244945,37.3523893081625,37.3523893081625,13,11,49.9909856915474,2456980.04988415
